age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,c_jail_in,c_jail_out,new_in,new_out,LengthOfStay
33,M,Asian,25 - 45,High,Male,2,14.0,8,0,2014-10-13 03:42:04,2014-10-27 01:08:43,2014-10-13,2014-10-27,14
52,M,Caucasian,Greater than 45,High,Male,3,-2.0,9,0,2013-07-27 10:50:36,2013-07-28 02:01:45,2013-07-27,2013-07-28,1
33,F,African-American,25 - 45,High,Male,19,-1.0,10,1,2013-12-28 10:22:08,2013-12-29 07:10:39,2013-12-28,2013-12-29,1
61,F,Caucasian,Greater than 45,Low,Male,0,-1.0,4,0,2014-07-20 09:28:43,2014-08-04 11:02:06,2014-07-20,2014-08-04,15
64,M,Caucasian,Greater than 45,Low,Female,2,-47.0,1,0,2014-02-12 04:23:22,2014-02-12 01:49:55,2014-02-12,2014-02-12,0
22,F,Caucasian,Less than 25,Medium,Male,4,-36.0,6,1,2014-07-07 04:10:30,2014-07-21 09:38:10,2014-07-07,2014-07-21,14
42,F,Caucasian,25 - 45,Low,Male,6,-4.0,3,0,2013-09-13 12:01:41,2013-09-13 09:01:37,2013-09-13,2013-09-13,0
25,F,Caucasian,25 - 45,Low,Female,2,-1.0,4,0,2013-12-22 01:36:59,2013-12-25 02:33:32,2013-12-22,2013-12-25,3
27,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,2014-05-28 07:35:12,2014-05-29 12:27:01,2014-05-28,2014-05-29,1
30,M,Caucasian,25 - 45,Low,Male,1,-20.0,2,0,2013-10-30 06:36:57,2013-11-03 02:08:43,2013-10-30,2013-11-03,4
23,O,African-American,Less than 25,Low,Male,0,-1.0,2,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
28,F,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
37,M,Other,25 - 45,Low,Female,2,-1.0,2,0,2013-12-29 10:42:45,2013-12-31 04:10:00,2013-12-29,2013-12-31,2
21,F,Caucasian,Less than 25,Medium,Male,1,-1.0,5,0,2014-07-06 07:37:31,2014-07-07 10:52:16,2014-07-06,2014-07-07,1
28,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,1,2014-12-18 11:16:49,2014-12-19 08:34:46,2014-12-18,2014-12-19,1
24,M,African-American,Less than 25,Low,Female,0,-1.0,2,0,2014-02-06 01:25:28,2014-02-08 12:00:39,2014-02-06,2014-02-08,2
37,F,African-American,25 - 45,High,Male,13,-29.0,8,0,2014-02-18 07:29:11,2014-03-19 10:23:08,2014-02-18,2014-03-19,29
22,F,African-American,Less than 25,High,Male,0,-1.0,9,0,2013-10-21 07:05:37,2013-10-29 02:55:00,2013-10-21,2013-10-29,8
29,F,Caucasian,25 - 45,Low,Female,10,-1.0,4,1,2014-11-18 07:08:18,2014-11-25 09:31:21,2014-11-18,2014-11-25,7
25,F,Caucasian,25 - 45,Low,Female,0,-1.0,3,0,2014-04-25 06:18:00,2014-04-26 01:28:28,2014-04-25,2014-04-26,1
44,M,Caucasian,25 - 45,Low,Male,2,0.0,2,1,2014-01-27 02:05:45,2014-01-27 01:32:12,2014-01-27,2014-01-27,0
30,F,Hispanic,25 - 45,Medium,Female,4,-35.0,5,1,2014-02-28 01:37:01,2014-02-28 09:21:54,2014-02-28,2014-02-28,0
32,F,African-American,25 - 45,Medium,Male,3,-1.0,7,1,2013-01-01 07:06:35,2013-01-09 08:36:21,2013-01-01,2013-01-09,8
53,F,Hispanic,Greater than 45,Low,Male,1,-1.0,4,0,2014-05-24 05:45:16,2014-05-25 09:15:12,2014-05-24,2014-05-25,1
34,M,Other,25 - 45,Low,Male,1,0.0,2,0,2014-11-29 04:14:25,2014-12-01 12:36:46,2014-11-29,2014-12-01,2
31,M,Caucasian,25 - 45,Low,Male,2,-16.0,3,1,2013-08-20 05:28:11,2013-09-04 08:35:41,2013-08-20,2013-09-04,15
27,F,African-American,25 - 45,High,Male,5,20.0,10,0,2013-08-20 12:52:21,2013-08-27 06:26:34,2013-08-20,2013-08-27,7
31,M,African-American,25 - 45,Low,Male,1,-1.0,2,1,2013-01-16 05:37:32,2013-01-17 07:15:11,2013-01-16,2013-01-17,1
59,F,Caucasian,Greater than 45,Low,Male,1,-1.0,2,1,2013-04-01 11:13:32,2013-04-02 01:06:22,2013-04-01,2013-04-02,1
28,F,African-American,25 - 45,High,Male,15,0.0,10,0,2014-02-28 12:12:20,2014-04-10 06:53:07,2014-02-28,2014-04-10,41
45,F,Caucasian,Greater than 45,Low,Female,4,-1.0,4,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
23,M,Caucasian,Less than 25,Low,Male,0,-1.0,3,0,2014-11-09 07:59:51,2014-11-10 01:38:29,2014-11-09,2014-11-10,1
20,F,African-American,Less than 25,High,Female,1,0.0,10,0,2013-11-20 09:36:33,2013-11-23 04:06:00,2013-11-20,2013-11-23,3
42,F,African-American,25 - 45,Low,Male,2,-41.0,1,0,2014-06-17 12:17:27,2014-06-28 01:24:02,2014-06-17,2014-06-28,11
43,M,Caucasian,25 - 45,Low,Female,0,0.0,1,0,2013-05-14 04:01:02,2013-05-15 03:11:16,2013-05-14,2013-05-15,1
38,F,African-American,25 - 45,High,Male,9,-1.0,8,1,2014-04-18 02:31:13,2014-05-01 05:39:49,2014-04-18,2014-05-01,13
32,F,African-American,25 - 45,Medium,Male,11,-2.0,6,1,2014-12-17 02:03:04,2014-12-18 08:41:05,2014-12-17,2014-12-18,1
33,M,African-American,25 - 45,Medium,Male,8,-1.0,5,1,2013-12-25 07:37:38,2013-12-26 01:30:44,2013-12-25,2013-12-26,1
55,M,African-American,Greater than 45,High,Male,4,-1.0,8,0,2014-09-27 03:38:45,2014-10-13 09:23:13,2014-09-27,2014-10-13,16
31,F,African-American,25 - 45,Low,Female,0,-1.0,3,1,2014-10-22 11:17:38,2014-10-24 06:08:10,2014-10-22,2014-10-24,2
33,F,African-American,25 - 45,High,Female,7,-1.0,9,1,2013-01-10 01:18:15,2013-02-05 05:36:46,2013-01-10,2013-02-05,26
27,F,African-American,25 - 45,High,Male,2,-1.0,9,1,2013-04-15 05:49:27,2013-04-16 07:48:50,2013-04-15,2013-04-16,1
52,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,2014-11-02 01:01:20,2014-11-03 01:37:13,2014-11-02,2014-11-03,1
20,F,African-American,Less than 25,Medium,Female,0,0.0,6,0,2013-12-07 03:39:31,2013-12-07 07:28:49,2013-12-07,2013-12-07,0
26,M,Caucasian,25 - 45,Medium,Female,0,-2.0,6,0,2014-01-25 04:45:14,2014-01-26 02:13:40,2014-01-25,2014-01-26,1
25,M,African-American,25 - 45,High,Male,4,-1.0,10,0,2014-08-12 03:25:00,2015-05-01 12:01:36,2014-08-12,2015-05-01,262
61,F,African-American,Greater than 45,Low,Female,1,-1.0,1,1,2013-04-26 07:00:16,2013-04-27 01:09:09,2013-04-26,2013-04-27,1
52,F,Other,Greater than 45,Medium,Male,13,-1.0,7,1,2013-05-14 09:51:40,2013-05-16 03:32:12,2013-05-14,2013-05-16,2
63,F,Hispanic,Greater than 45,Low,Male,1,-26.0,1,0,2014-01-10 09:45:32,2014-01-25 05:08:15,2014-01-10,2014-01-25,15
40,O,Hispanic,25 - 45,Low,Male,0,-1.0,2,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
32,F,African-American,25 - 45,High,Female,4,-7.0,10,1,2014-04-16 09:55:10,2014-04-23 05:27:00,2014-04-16,2014-04-23,7
29,F,Hispanic,25 - 45,Low,Male,1,-1.0,4,0,2013-09-05 06:24:46,2013-09-06 03:39:35,2013-09-05,2013-09-06,1
46,F,Other,Greater than 45,Low,Female,1,-1.0,2,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
26,M,African-American,25 - 45,Low,Female,2,-1.0,4,1,2013-03-09 07:15:19,2013-03-10 01:31:38,2013-03-09,2013-03-10,1
55,M,African-American,Greater than 45,Low,Male,3,-51.0,1,0,2013-05-07 01:06:57,2013-05-08 03:17:33,2013-05-07,2013-05-08,1
39,O,Caucasian,25 - 45,Low,Male,1,-1.0,4,0,2014-02-10 10:59:01,2014-02-14 09:09:06,2014-02-10,2014-02-14,4
30,F,Caucasian,25 - 45,Medium,Female,3,0.0,7,1,2013-05-02 04:01:43,2014-10-14 06:03:58,2013-05-02,2014-10-14,530
30,F,African-American,25 - 45,Medium,Male,1,0.0,7,0,2013-03-02 01:19:52,2013-05-11 04:23:17,2013-03-02,2013-05-11,70
48,M,Caucasian,Greater than 45,Low,Male,2,-1.0,2,0,2013-09-25 12:51:27,2013-09-26 08:42:11,2013-09-25,2013-09-26,1
33,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,2014-12-29 07:56:52,2014-12-31 03:36:29,2014-12-29,2014-12-31,2
22,F,African-American,Less than 25,Low,Male,1,-1.0,2,0,2013-05-15 12:16:21,2013-05-16 09:03:09,2013-05-15,2013-05-16,1
46,F,Caucasian,Greater than 45,Low,Male,6,22.0,1,1,2013-03-05 09:31:17,2013-03-28 01:40:17,2013-03-05,2013-03-28,23
41,F,Caucasian,25 - 45,High,Male,5,-1.0,10,0,2014-08-16 09:24:16,2014-11-20 06:31:39,2014-08-16,2014-11-20,96
49,F,Caucasian,Greater than 45,Medium,Female,6,-56.0,6,0,2014-01-22 07:46:15,2014-01-27 08:19:45,2014-01-22,2014-01-27,5
31,F,Caucasian,25 - 45,Medium,Male,0,0.0,5,0,2013-04-20 02:52:11,2013-04-22 09:19:35,2013-04-20,2013-04-22,2
31,M,African-American,25 - 45,Low,Male,0,-1.0,1,0,2014-05-30 09:43:45,2014-05-31 09:38:59,2014-05-30,2014-05-31,1
25,M,African-American,25 - 45,Low,Male,1,-1.0,2,1,2013-09-16 03:35:39,2013-09-18 01:39:28,2013-09-16,2013-09-18,2
31,F,African-American,25 - 45,Low,Male,3,-19.0,3,0,2014-05-22 07:53:02,2014-06-10 10:33:59,2014-05-22,2014-06-10,19
21,M,African-American,Less than 25,Medium,Female,0,-4.0,6,0,2014-03-31 11:57:27,2014-04-04 11:07:49,2014-03-31,2014-04-04,4
23,F,Hispanic,Less than 25,Low,Male,0,-1.0,3,0,2013-09-08 01:03:31,2013-09-08 02:03:07,2013-09-08,2013-09-08,0
32,F,African-American,25 - 45,Medium,Female,5,-1.0,7,0,2013-02-17 07:51:04,2013-02-18 10:17:02,2013-02-17,2013-02-18,1
52,M,Hispanic,Greater than 45,Low,Male,2,-1.0,1,0,2013-03-04 10:07:00,2013-03-07 11:56:36,2013-03-04,2013-03-07,3
62,F,African-American,Greater than 45,Low,Male,8,0.0,4,0,2013-02-05 12:23:14,2013-02-21 04:06:55,2013-02-05,2013-02-21,16
30,M,African-American,25 - 45,Medium,Male,2,-188.0,6,0,2013-10-03 07:25:28,2013-10-04 02:11:13,2013-10-03,2013-10-04,1
37,F,Caucasian,25 - 45,High,Female,6,-110.0,10,0,2013-01-02 12:30:44,2013-04-18 09:04:00,2013-01-02,2013-04-18,106
55,F,Caucasian,Greater than 45,Low,Male,1,-45.0,1,0,2013-07-27 04:18:41,2013-08-14 12:12:39,2013-07-27,2013-08-14,18
31,F,Hispanic,25 - 45,High,Male,8,29.0,9,1,2013-08-23 05:18:39,2013-12-18 10:43:00,2013-08-23,2013-12-18,117
28,M,African-American,25 - 45,Medium,Male,6,-1.0,6,1,2013-03-17 09:01:58,2013-03-18 01:40:10,2013-03-17,2013-03-18,1
54,F,Hispanic,Greater than 45,Low,Male,2,-1.0,1,0,2013-08-28 02:23:37,2014-03-04 11:31:17,2013-08-28,2014-03-04,188
58,F,Hispanic,Greater than 45,Low,Male,0,-1.0,2,0,2013-03-13 10:02:13,2013-03-14 02:21:27,2013-03-13,2013-03-14,1
78,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,1,2014-09-19 10:36:52,2014-09-20 07:10:15,2014-09-19,2014-09-20,1
56,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2014-03-02 03:51:04,2014-03-03 07:47:20,2014-03-02,2014-03-03,1
21,M,Hispanic,Less than 25,High,Male,1,-155.0,10,0,2014-01-23 03:33:01,2014-02-03 09:43:56,2014-01-23,2014-02-03,11
24,F,Other,Less than 25,Low,Male,0,-1.0,2,0,2014-01-13 09:13:09,2014-01-15 08:37:12,2014-01-13,2014-01-15,2
38,F,African-American,25 - 45,High,Male,22,-34.0,8,1,2014-08-06 12:10:51,2014-09-09 10:37:20,2014-08-06,2014-09-09,34
39,M,African-American,25 - 45,Medium,Male,3,-1.0,5,0,2014-11-05 02:34:56,2014-11-10 08:50:37,2014-11-05,2014-11-10,5
35,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,2014-04-28 11:04:53,2014-04-29 06:03:02,2014-04-28,2014-04-29,1
22,F,African-American,Less than 25,Medium,Male,1,0.0,5,1,2014-04-24 01:23:50,2014-04-24 01:25:52,2014-04-24,2014-04-24,0
21,O,Hispanic,Less than 25,Medium,Male,0,-1.0,7,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
47,M,African-American,Greater than 45,High,Male,23,-1.0,8,1,2013-02-02 08:19:13,2013-02-03 05:06:15,2013-02-02,2013-02-03,1
23,M,African-American,Less than 25,Low,Male,0,-1.0,2,1,2014-01-05 11:08:48,2014-01-06 12:02:14,2014-01-05,2014-01-06,1
57,F,Hispanic,Greater than 45,Low,Male,1,0.0,1,0,2013-10-25 09:20:19,2013-11-14 02:05:31,2013-10-25,2013-11-14,20
38,F,Caucasian,25 - 45,Medium,Female,2,-35.0,5,1,2013-06-05 06:36:18,2013-06-06 06:23:54,2013-06-05,2013-06-06,1
66,F,African-American,Greater than 45,Low,Male,3,-10.0,1,1,2013-06-01 11:04:44,2013-06-03 11:25:14,2013-06-01,2013-06-03,2
45,M,Caucasian,Greater than 45,Low,Male,8,0.0,4,1,2014-02-17 02:38:50,2014-04-29 04:18:29,2014-02-17,2014-04-29,71
28,M,Caucasian,25 - 45,Medium,Female,0,-2.0,5,0,2014-08-16 04:38:21,2014-08-17 08:35:28,2014-08-16,2014-08-17,1
45,F,Other,Greater than 45,Low,Male,2,-117.0,1,0,2014-02-27 01:25:24,2014-02-28 04:26:31,2014-02-27,2014-02-28,1
52,O,Other,Greater than 45,Low,Female,0,-1.0,3,1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
32,F,African-American,25 - 45,High,Male,13,289.0,10,1,2014-06-13 03:07:06,2014-09-18 07:02:35,2014-06-13,2014-09-18,97
37,M,African-American,25 - 45,High,Male,2,0.0,9,1,2013-12-24 03:40:12,2013-12-24 08:53:51,2013-12-24,2013-12-24,0
39,F,Caucasian,25 - 45,Low,Male,0,0.0,4,1,2014-03-02 05:08:46,2014-03-03 03:17:00,2014-03-02,2014-03-03,1
26,F,African-American,25 - 45,High,Male,9,0.0,9,1,2014-11-14 01:28:54,2015-02-01 08:34:27,2014-11-14,2015-02-01,79
25,F,African-American,25 - 45,High,Male,3,-1.0,8,0,2014-05-02 09:18:09,2014-05-03 10:02:53,2014-05-02,2014-05-03,1
45,F,Caucasian,Greater than 45,Low,Male,2,-1.0,3,0,2013-01-31 04:11:55,2014-01-25 03:27:03,2013-01-31,2014-01-25,359
57,F,Caucasian,Greater than 45,High,Female,7,0.0,9,0,2014-05-31 02:37:54,2014-06-01 09:08:45,2014-05-31,2014-06-01,1
23,F,African-American,Less than 25,Low,Male,0,-1.0,3,1,2014-04-25 10:29:59,2014-04-26 09:57:20,2014-04-25,2014-04-26,1
34,M,African-American,25 - 45,Low,Male,2,0.0,2,1,2014-01-31 12:35:27,2014-02-26 05:50:20,2014-01-31,2014-02-26,26
38,F,African-American,25 - 45,High,Male,14,0.0,10,0,2014-01-12 12:14:58,2014-05-09 09:12:02,2014-01-12,2014-05-09,117
36,O,African-American,25 - 45,Low,Female,0,-1.0,3,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
23,M,African-American,Less than 25,Low,Female,1,-1.0,4,0,2013-08-20 11:57:06,2013-08-21 07:50:16,2013-08-20,2013-08-21,1
36,M,Other,25 - 45,Low,Male,2,-1.0,3,1,2014-01-27 10:23:53,2014-01-30 10:04:48,2014-01-27,2014-01-30,3
50,F,Caucasian,Greater than 45,Low,Male,1,-4.0,1,0,2013-09-12 09:32:07,2013-09-14 03:06:18,2013-09-12,2013-09-14,2
37,M,Caucasian,25 - 45,Low,Female,0,-1.0,3,0,2013-11-07 02:53:47,2013-11-07 09:00:57,2013-11-07,2013-11-07,0
44,M,Caucasian,25 - 45,Low,Male,4,0.0,4,0,2013-01-06 04:51:37,2013-01-07 10:41:46,2013-01-06,2013-01-07,1
35,F,African-American,25 - 45,High,Female,23,-1.0,9,1,2014-07-12 03:02:54,2014-07-14 05:19:00,2014-07-12,2014-07-14,2
31,F,Caucasian,25 - 45,Low,Male,1,-36.0,1,0,2014-09-15 02:11:34,2014-10-21 10:41:49,2014-09-15,2014-10-21,36
24,F,Other,Less than 25,Medium,Male,5,-1.0,5,1,2014-10-07 12:01:33,2014-10-08 08:26:09,2014-10-07,2014-10-08,1
40,F,Asian,25 - 45,Low,Male,3,-108.0,1,0,2013-05-05 12:09:38,2013-08-20 08:41:45,2013-05-05,2013-08-20,107
26,F,African-American,25 - 45,High,Male,2,-1.0,10,1,2013-04-17 06:43:21,2013-04-18 10:07:23,2013-04-17,2013-04-18,1
37,F,Other,25 - 45,Medium,Male,1,-1.0,6,0,2014-11-01 02:13:06,2014-11-03 03:28:34,2014-11-01,2014-11-03,2
27,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,2013-03-25 12:25:41,2013-03-28 05:58:56,2013-03-25,2013-03-28,3
31,M,Caucasian,25 - 45,Low,Female,1,-1.0,3,0,2014-08-16 07:30:11,2014-08-17 08:36:06,2014-08-16,2014-08-17,1
28,F,African-American,25 - 45,High,Female,0,0.0,8,0,2013-10-29 04:01:57,2013-11-27 06:51:07,2013-10-29,2013-11-27,29
43,F,Caucasian,25 - 45,Medium,Male,11,49.0,5,1,2013-05-14 01:49:40,2013-09-12 07:19:52,2013-05-14,2013-09-12,121
42,O,African-American,25 - 45,Medium,Male,0,-1.0,5,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
28,F,Caucasian,25 - 45,High,Female,7,-1.0,9,1,2013-10-09 09:15:07,2013-10-10 09:46:20,2013-10-09,2013-10-10,1
38,F,African-American,25 - 45,Low,Male,0,0.0,1,0,2014-05-21 03:04:42,2014-05-21 08:26:34,2014-05-21,2014-05-21,0
38,F,African-American,25 - 45,Low,Male,2,-1.0,1,0,2013-03-19 04:21:06,2013-03-20 09:34:48,2013-03-19,2013-03-20,1
27,M,Caucasian,25 - 45,Low,Male,2,-36.0,4,0,2014-01-21 10:31:38,2014-02-26 10:40:06,2014-01-21,2014-02-26,36
28,F,African-American,25 - 45,High,Female,1,-1.0,9,0,2013-01-01 06:27:15,2013-02-09 02:24:08,2013-01-01,2013-02-09,39
21,F,African-American,Less than 25,Medium,Male,1,-1.0,7,0,2013-01-17 11:25:29,2013-01-20 04:03:54,2013-01-17,2013-01-20,3
56,F,Caucasian,Greater than 45,Low,Male,7,-1.0,1,1,2013-03-19 11:00:49,2013-03-20 01:32:28,2013-03-19,2013-03-20,1
38,F,African-American,25 - 45,High,Male,15,-1.0,9,0,2013-02-18 09:26:05,2013-02-20 03:43:56,2013-02-18,2013-02-20,2
28,M,African-American,25 - 45,Medium,Male,2,-1.0,5,0,2013-10-30 07:57:19,2013-10-31 01:45:23,2013-10-30,2013-10-31,1
45,F,African-American,Greater than 45,Medium,Male,3,104.0,6,0,2013-04-24 12:56:21,2013-11-29 03:06:21,2013-04-24,2013-11-29,219
28,M,Hispanic,25 - 45,Low,Male,0,-1.0,2,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
24,F,Other,Less than 25,Low,Female,1,-1.0,2,0,2014-04-21 09:47:47,2014-04-22 10:18:19,2014-04-21,2014-04-22,1
61,F,Caucasian,Greater than 45,Low,Male,1,-34.0,1,0,2013-02-14 11:17:01,2013-02-15 07:40:39,2013-02-14,2013-02-15,1
51,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,1,2014-01-12 08:37:58,2014-01-13 02:00:36,2014-01-12,2014-01-13,1
51,M,Caucasian,Greater than 45,Low,Male,0,-1.0,2,0,2013-10-30 11:27:14,2013-10-31 08:46:16,2013-10-30,2013-10-31,1
20,F,Caucasian,Less than 25,Low,Male,0,0.0,4,0,2014-05-13 01:11:43,2014-05-13 01:51:03,2014-05-13,2014-05-13,0
36,M,Other,25 - 45,Low,Male,1,-1.0,1,1,2013-01-06 09:15:11,2013-01-07 11:01:40,2013-01-06,2013-01-07,1
48,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,2013-01-12 06:40:25,2013-01-13 09:03:52,2013-01-12,2013-01-13,1
37,F,Caucasian,25 - 45,Low,Male,4,0.0,3,1,2013-04-17 04:44:25,2013-04-19 01:08:53,2013-04-17,2013-04-19,2
30,F,African-American,25 - 45,Medium,Female,2,-1.0,7,0,2013-05-12 06:56:40,2013-05-15 02:06:25,2013-05-12,2013-05-15,3
41,M,African-American,25 - 45,Medium,Female,5,0.0,6,0,2013-11-05 02:09:51,2013-11-05 07:57:55,2013-11-05,2013-11-05,0
27,F,African-American,25 - 45,High,Male,11,-1.0,10,1,2013-04-23 07:22:20,2013-12-02 11:28:01,2013-04-23,2013-12-02,223
37,M,African-American,25 - 45,Low,Male,0,-1.0,1,1,2013-02-16 07:22:50,2013-02-18 02:10:02,2013-02-16,2013-02-18,2
33,F,Other,25 - 45,Low,Male,4,0.0,4,1,2014-04-30 02:37:51,2014-05-02 05:55:00,2014-04-30,2014-05-02,2
54,F,African-American,Greater than 45,High,Male,11,-1.0,9,0,2013-05-06 08:51:14,2013-09-13 05:58:39,2013-05-06,2013-09-13,130
23,F,African-American,Less than 25,High,Male,2,-1.0,9,0,2013-05-08 10:09:34,2013-07-19 06:36:57,2013-05-08,2013-07-19,72
22,F,African-American,Less than 25,Medium,Male,0,-1.0,6,0,2014-12-24 06:05:13,2014-12-26 02:09:35,2014-12-24,2014-12-26,2
68,O,Caucasian,Greater than 45,Low,Male,0,-1.0,1,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
26,F,African-American,25 - 45,Low,Female,2,-227.0,4,1,2013-12-14 11:19:35,2014-07-29 11:06:26,2013-12-14,2014-07-29,227
23,F,African-American,Less than 25,Medium,Female,3,0.0,6,0,2014-05-26 01:27:36,2014-05-27 08:47:44,2014-05-26,2014-05-27,1
32,O,African-American,25 - 45,Low,Female,0,-1.0,3,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
41,M,African-American,25 - 45,Low,Male,0,0.0,1,0,2014-01-25 09:44:01,2014-01-26 06:31:19,2014-01-25,2014-01-26,1
52,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2013-05-15 11:15:03,2013-05-16 08:50:44,2013-05-15,2013-05-16,1
23,O,African-American,Less than 25,High,Male,0,-1.0,10,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
43,F,Caucasian,25 - 45,Low,Male,13,0.0,4,1,2013-02-20 01:55:05,2013-04-12 09:45:26,2013-02-20,2013-04-12,51
52,F,African-American,Greater than 45,Low,Male,0,-1.0,4,0,2014-02-03 03:50:35,2014-02-17 02:20:23,2014-02-03,2014-02-17,14
28,F,Caucasian,25 - 45,Low,Male,1,-3.0,1,0,2013-05-14 04:20:05,2013-05-17 10:53:34,2013-05-14,2013-05-17,3
30,M,African-American,25 - 45,High,Male,11,-1.0,9,1,2014-08-05 03:19:41,2014-08-06 08:40:28,2014-08-05,2014-08-06,1
28,F,Caucasian,25 - 45,Medium,Male,1,0.0,5,0,2013-09-27 04:35:20,2013-10-03 08:39:37,2013-09-27,2013-10-03,6
47,F,Caucasian,Greater than 45,Low,Male,1,-38.0,2,0,2014-09-08 04:11:42,2014-10-16 01:22:43,2014-09-08,2014-10-16,38
34,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,2014-09-27 12:37:01,2014-09-28 12:26:27,2014-09-27,2014-09-28,1
22,F,African-American,Less than 25,Low,Male,0,-1.0,4,0,2013-02-21 03:42:13,2013-02-22 01:52:11,2013-02-21,2013-02-22,1
30,F,African-American,25 - 45,Low,Male,4,0.0,2,0,2013-03-05 04:44:39,2013-03-05 01:41:22,2013-03-05,2013-03-05,0
25,F,Hispanic,25 - 45,Low,Male,4,0.0,4,0,2013-11-03 02:47:28,2013-11-04 07:59:32,2013-11-03,2013-11-04,1
31,F,Caucasian,25 - 45,High,Male,0,-1.0,8,1,2014-12-30 04:53:40,2015-01-30 04:31:37,2014-12-30,2015-01-30,31
37,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,1,2014-04-18 05:22:38,2014-05-23 05:31:44,2014-04-18,2014-05-23,35
32,F,African-American,25 - 45,High,Male,14,-1.0,9,0,2013-12-16 05:05:35,2013-12-17 08:47:25,2013-12-16,2013-12-17,1
26,M,African-American,25 - 45,High,Male,4,649.0,8,0,2015-06-22 09:31:25,2015-09-06 07:25:45,2015-06-22,2015-09-06,76
53,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,2013-01-15 05:53:17,2013-01-16 07:01:06,2013-01-15,2013-01-16,1
28,F,African-American,25 - 45,High,Male,25,29.0,8,1,2014-01-08 11:38:20,2014-02-03 10:50:45,2014-01-08,2014-02-03,26
44,M,Caucasian,25 - 45,Medium,Male,8,-1.0,5,1,2013-04-10 09:31:05,2013-04-15 09:09:29,2013-04-10,2013-04-15,5
25,F,African-American,25 - 45,Low,Male,0,0.0,3,0,2013-09-06 01:00:30,2013-09-06 09:12:00,2013-09-06,2013-09-06,0
30,M,Other,25 - 45,Low,Female,0,-1.0,1,0,2014-10-01 12:29:33,2014-10-02 08:15:49,2014-10-01,2014-10-02,1
22,M,Caucasian,Less than 25,High,Male,1,0.0,8,1,2013-01-31 12:38:45,2013-02-06 11:18:24,2013-01-31,2013-02-06,6
30,F,African-American,25 - 45,High,Female,2,-153.0,8,0,2013-12-11 02:35:00,2014-04-01 11:12:09,2013-12-11,2014-04-01,111
20,F,African-American,Less than 25,Medium,Female,0,-1.0,5,0,2014-11-22 06:09:30,2014-11-23 12:35:11,2014-11-22,2014-11-23,1
37,M,Other,25 - 45,Low,Female,0,-1.0,1,0,2013-12-08 01:55:28,2013-12-09 02:00:59,2013-12-08,2013-12-09,1
33,F,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,2014-11-02 01:50:39,2014-11-03 01:52:19,2014-11-02,2014-11-03,1
47,F,Caucasian,Greater than 45,Medium,Female,2,-1.0,5,0,2014-05-13 09:14:33,2014-05-16 09:29:16,2014-05-13,2014-05-16,3
40,F,Other,25 - 45,Low,Female,3,-1.0,2,0,2013-10-22 09:03:15,2013-10-23 09:05:27,2013-10-22,2013-10-23,1
24,M,Other,Less than 25,Low,Male,0,-1.0,2,0,2014-04-09 04:49:45,2014-04-10 08:25:43,2014-04-09,2014-04-10,1
36,F,Caucasian,25 - 45,Medium,Male,8,150.0,7,1,2014-08-08 04:01:22,2014-08-30 08:45:38,2014-08-08,2014-08-30,22
30,F,Caucasian,25 - 45,Low,Male,4,-140.0,2,0,2013-09-25 02:54:17,2013-11-26 12:02:49,2013-09-25,2013-11-26,62
