"","X","case_received_date","case_status","country_of_citizenship","decision_date","employer_state","employer_name","employer_yr_estab","foreign_worker_info_birth_country","foreign_worker_info_education","job_info_alt_combo_ed","job_info_alt_occ_job_title","job_info_job_title","job_info_work_state","wage_offer_from_9089","wage_offer_unit_of_pay_9089","employer_size","Center","Career_Cluster"
"34561",34560,2015,"Certified-Expired","INDIA",2016,"IN","CUMMINS EMISSION SOLUTIONS INC.",2007,"","Bachelor's","Bachelor's","""Customer Supp Engr, Ignition Dvlpmnt Engr, Account Specialist or rltd""","Account Manager","IN",88900,"Year","Large","CA or VT",256123
"58522",58521,2016,"Certified","INDIA",2016,"TX","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"","Bachelor's","Other","","Computer Systems Analyst - II","TX",66144,"Year","Large","CA or VT",337338
"29624",29623,2009,"Denied","CANADA",2015,"NC","IBM CORPORATION",1911,"","Other","Bachelor's","Solutions Architect or Senior Teaching Assistant","IT Specialist","CA",138050,"Year","Large","Unknown",237601
"62250",62249,2016,"Certified","INDIA",2016,"ID","""MICRON TECHNOLOGY, INC.""",1978,"","Master's","Bachelor's","""Computer Science or Software Developers, Applications""","Senior Storage Solutions Engineer","TX",120000,"Year","Large","CA or VT",350419
"32322",32321,2015,"Certified-Expired","INDIA",2015,"TX","SIMARN LLC",2009,"","Bachelor's","Bachelor's","","Senior Telecom Engineer","TX",80205,"Year","Small","CA or VT",247811
"63404",63403,2016,"Certified","INDIA",2016,"PA","XPERT TECHNOLOGIES INC",2005,"","Master's","Bachelor's","""Progr. Analyst, Quality Analyst, Software Engineer, Syst. Analyst or related""","Systems Analyst","PA",90043,"Year","Micro","CA or VT",354409
"50558",50557,2016,"Certified","VENEZUELA",2016,"FL","Collage Investments LLC",2010,"","Associate's","Associate's","","SALES ENGINEER","FL",50000,"Year","Micro","Unknown",310473
"64782",64781,2016,"Certified","CHINA",2016,"PA","DELOITTE CONSULTING LLP",1996,"","Master's","Master's","""Sr Consultant, Sr Associate, Assistant Finance Manager, or related""","""Manager, Technology, Analytics & Information Mgmt, Performance Mgmt""","CA",127838,"Year","Large","CA or VT",358862
"2502",2501,2013,"Certified","INDIA",2015,"ARIZONA","SOURCE HEALTHCARE ANALYTICS LLC",1989,"INDIA","Master's","Bachelor's","Software development and support experience","Lead Software Engineer","ARIZONA",92700,"Year","Large","CA or VT",143740
"55982",55981,2016,"Certified","INDIA",2016,"MA","""CURASPAN, INC""",1999,"","Master's","Bachelor's","""** security audits, risk management and assessment, information security frameworks, and application""","Information Security and Risk Analyst","MA",101700,"Year","Medium","CA or VT",328580
"8027",8026,2014,"Certified-Expired","TURKEY",2015,"CALIFORNIA","QUALCOMM TECHNOLOGIES INC.",2011,"TURKEY","Master's","Bachelor's","Software/Systems Test Engineer or Related","Senior Software/Systems Test Engineer*","CALIFORNIA",101171,"Year","Large","CA or VT",164087
"63091",63090,2016,"Certified","CANADA",2016,"PA","ASTEA INTERNATIONAL INC.",1979,"","Master's","Bachelor's","""Snr Consltnt, Prgrmr/Anlyst, CompSysAnlyst, WebDvlpr, AppDvlpr or rel""","Solution Developer","PA",86510,"Year","Medium","CA or VT",353395
"17217",17216,2015,"Certified","INDIA",2015,"WASHINGTON","AMAZON CORPORATE LLC",1999,"INDIA","Bachelor's","Bachelor's","""Project Lead, Product Manager, Software Engineer, or a related occupation""","Technical Program Manager","WASHINGTON",112986,"Year","Large","CA or VT",194062
"64187",64186,2016,"Certified","INDIA",2016,"NC","IBM CORPORATION",1911,"","Bachelor's","Bachelor's","""Programmer, Analyst, Consultant or rltd.""","Managing Consultant","NY",91562,"Year","Large","CA or VT",357021
"35398",35397,2015,"Certified-Expired","INDIA",2016,"TX","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"","Bachelor's","Other","","Computer Systems Analyst - II","TX",64438,"Year","Large","CA or VT",259332
"37795",37794,2015,"Certified-Expired","INDIA",2016,"MI","SOFTPATH TECHNOLOGIES",2006,"","Master's","Bachelor's","""Software Engineer, Programmer and Programmer Analyst. (exp as required in H6, or H8-C)""","Software Developer / Analyst","MI",93642,"Year","Small","CA or VT",267770
"58214",58213,2016,"Certified","INDIA",2016,"FL","KFORCE INC.",1994,"","Master's","Bachelor's","IT Field","Lead Analyst","FL",74880,"Hour","Large","CA or VT",336124
"21884",21883,2015,"Denied","INDIA",2015,"NEW JERSEY","""HEXAWARE TECHNOLOGIES, INC.""",1990,"INDIA","Bachelor's","Other","""Sr Consultant, PeopleSoft DBA, Tech Architect, PeopleSoft Analyst, Software Consultant, Sys Analyst""","Team Lead (IT)","NEW JERSEY",108805,"Year","Large","CA or VT",209063
"42314",42313,2015,"Certified-Expired","INDIA",2016,"GA","Intradiem",2000,"","Bachelor's","Bachelor's","Software Test Analyst","Sr. QA Automation Engineer","GA",97000,"Year","Medium","CA or VT",283217
"19603",19602,2015,"Certified","INDIA",2015,"CALIFORNIA","HCL AMERICA INC.",1988,"INDIA","Bachelor's","Bachelor's","Related IT or Engineering role.","Senior Programmer Analysts","NORTH CAROLINA",97198,"Year","Large","CA or VT",201607
"63689",63688,2016,"Certified","INDIA",2016,"CA","PERSISTENT SYSTEMS INC.",2001,"","Bachelor's","Master's","PROGRAMMER OR ANALYST","""SYSTEMS ANALYST, SR.""","CA",127837,"Year","Large","CA or VT",355411
"39420",39419,2015,"Certified-Expired","INDIA",2016,"CA","""VIASAT, INC.""",1986,"","Master's","Bachelor's","communications software eng. and/or systems software eng.**  (see H.14)","Systems Software Engineer","CA",94432,"Year","Large","CA or VT",273186
"48008",48007,2016,"Certified","INDIA",2016,"TX","INFOSENSEGLOBAL INC",2006,"","Master's","Bachelor's","""Project Manager, Application Developer, or related occupation""","Programmer Analyst","TX",98030,"Year","Micro","CA or VT",301845
"26678",26677,2015,"Certified-Expired","INDIA",2015,"CA","DIRECTV LLC",1994,"","Master's","Bachelor's","Computer-related occupation","""IT Principal Analyst 1, System Design""","CA",114837,"Year","Large","CA or VT",226106
"10780",10779,2014,"Certified-Expired","CANADA",2015,"CALIFORNIA","QUALCOMM TECHNOLOGIES INC.",2011,"CHINA","Master's","Bachelor's","Hardware Engineer or related","Staff Hardware Engineer/Device","CALIFORNIA",131414,"Year","Large","CA or VT",173367
"58150",58149,2016,"Certified","INDIA",2016,"MO","AMDOCS INC.",1984,"","Bachelor's","Bachelor's","SOFTWARE DEVELOPMENT [SEE § H.14]","SOFTWARE DEVELOPER","IL",78050,"Year","Large","CA or VT",335974
"6016",6015,2014,"Certified-Expired","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Bachelor's","Other","","Computer Systems Analyst - II","TEXAS",54059,"Year","Large","CA or VT",157627
"23816",23815,2013,"Certified-Expired","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Other","Other","","Business Analyst - II","TEXAS",72384,"Year","Large","CA or VT",215810
"11293",11292,2014,"Certified-Expired","PHILIPPINES",2015,"NEW YORK","ORLY SHOE CORPORATION",1980,"PHILIPPINES","Bachelor's","Bachelor's","Buyer","Sr. Buyer","NEW YORK",55786,"Year","Small","CA or VT",174908
"10267",10266,2014,"Certified","INDIA",2015,"OHIO","""CLIFFS NATURAL RESOURCES, INC""",1847,"INDIA","Associate's","Bachelor's","""Programmer Analyst, IT Consultant""","""Manager, Technical Application Services""","OHIO",121600,"Year","Large","CA or VT",171765
"17563",17562,2015,"Certified","INDIA",2015,"DELAWARE","UBS SERVICES LLC",2006,"INDIA","Bachelor's","Other","Team Lead or related","""Authorized Officer, Team Lead / Global Reconciliation Utility""","NEW JERSEY",93475,"Year","Large","CA or VT",195102
"21833",21832,2015,"Withdrawn","INDIA",2015,"NEW JERSEY","""COMMVAULT SYSTEMS, INC""",1996,"INDIA","Bachelor's","Bachelor's","""SOFTWARE DESIGN, DEVELOPMENT, & IMPLEMENTATION""","SENIOR SOFTWARE DEVELOPER","NEW JERSEY",91000,"Year","Large","CA or VT",208873
"24",23,2013,"Certified-Expired","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Bachelor's","Other","","Computer Systems Analyst - II","TEXAS",54059,"Year","Large","Unknown",135379
"23822",23821,2013,"Certified-Expired","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Bachelor's","Other","","Computer Systems Analyst - II","TEXAS",54059,"Year","Large","Unknown",215825
"32211",32210,2015,"Certified-Expired","INDIA",2015,"CA","""NUTANIX, INC.""",2009,"","Master's","Master's","","Member of Technical Staff-Hardware","CA",155000,"Year","Large","CA or VT",247384
"7262",7261,2014,"Certified-Expired","CHINA",2014,"NEW YORK","BLOOMBERG L.P.",1981,"CHINA","Master's","Bachelor's","""Software Developer, Senior Software Developer or related""","Senior IT Analyst","NEW YORK",90000,"Year","Large","CA or VT",161643
"18704",18703,2014,"Certified","INDIA",2015,"ILLINOIS","GLOBAL INFOTECH INC",2003,"INDIA","Bachelor's","Master's","Computer Systems Analyst or Rel","Software Engineer","ILLINOIS",102670,"Year","Small","CA or VT",198788
"53130",53129,2016,"Certified","INDIA",2016,"NY","""NATIONAL UNION FIRE INSURANCE CO OF PITTSBURGH, PA""",1901,"","Master's","Bachelor's","**sales and distribution of personal lines products and distribution channels.","National Marketing Director","NY",144123,"Year","Large","CA or VT",319089
"37091",37090,2015,"Certified-Expired","INDIA",2016,"UT","OVERSTOCK.COM",1999,"","Master's","Bachelor's","Software Development field or Software Design field","Senior Programmer Analyst","UT",88858,"Year","Large","CA or VT",265365
"3178",3177,2013,"Certified-Expired","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Bachelor's","Other","","Computer Systems Analyst - II","TEXAS",54059,"Year","Large","CA or VT",146120
"37099",37098,2015,"Certified-Expired","INDIA",2016,"CA","""SWEETLABS,INC.""",2008,"","Master's","Bachelor's","Quality Assurance (QA) Engineer or related.","Quality Assurance Engineer","CA",84926.4,"Year","Medium","CA or VT",265383
"48891",48890,2016,"Certified","INDIA",2016,"MA","ORASYS LLC",2007,"","Master's","Bachelor's","Progressive experience in Information Technology","SENIOR PROGRAMMER ANALYST","MA",105000,"Year","Medium","CA or VT",304708
"36021",36020,2015,"Certified-Expired","UNITED KINGDOM",2016,"TX","""ALTIUS CONSULTING, INC.""",2008,"","Other","None","","Test Lead","TX",92373,"Year","Micro","CA or VT",261615
"57672",57671,2016,"Certified","CHINA",2016,"NY","BLOOMBERG L.P.",1981,"","Master's","Bachelor's","""Software Developer, Senior Software Developer or related""","Senior IT Analyst","NY",95000,"Year","Large","CA or VT",334189
"39357",39356,2015,"Certified-Expired","INDIA",2016,"RI","""CAREMARK, L.L.C.""",1979,"","Bachelor's","Bachelor's","position in MicroStrategy business intelligence systems analysis","""Advisor, Analytics (MicroStrategy)""","AZ",107999.84,"Year","Large","CA or VT",273019
"44194",44193,2015,"Certified","INDIA",2016,"FL","KFORCE INC.",1994,"","Bachelor's","Bachelor's","IT or Business Analysis Field","Lead Analyst","FL",74880,"Hour","Large","CA or VT",289001
"61376",61375,2016,"Certified","INDIA",2016,"CA","""CISCO SYSTEMS, INC.""",1984,"","Bachelor's","Master's","Software Engineer or in a related occupation","Software Engineer","CA",123000,"Year","Large","CA or VT",347420
"10385",10384,2014,"Denied","INDIA",2015,"CALIFORNIA","""PREMIER REHAB, INC""",2010,"INDIA","Master's","Bachelor's","","OCCUPATIONAL THERAPIST","CALIFORNIA",87630,"Year","Medium","CA or VT",172168
"38513",38512,2015,"Certified-Expired","TURKEY",2016,"OH","""KNIGHTED, LLC D/B/A KNIGHTED AN INTELLIGRATED COMP""",1995,"","Master's","Master's","""Software Developer, Software Engineer""","Software Architect - Level II","GA",104437,"Year","Large","Unknown",270095
"29038",29037,2015,"Certified-Expired","INDIA",2015,"MI","""Collasys, L.L.C.""",2001,"","Associate's","Associate's","","Business Lead & Information System Manager","MI",126984,"Year","Medium","Unknown",235772
"42790",42789,2015,"Certified-Expired","INDIA",2016,"NJ","""COMPUNNEL SOFTWARE GROUP, INC.""",1994,"","Bachelor's","Bachelor's","""ANY SUITABLE TITLE HAVING SIMILAR DUTIES, SKILLS AND TECHNOLOGY.""","BUSINESS ANALYST","NJ",86100,"Year","Large","CA or VT",284764
"16813",16812,2014,"Certified","INDIA",2015,"NEW JERSEY","TECHDEMOCRACY LLC",2000,"INDIA","Master's","Bachelor's","Any job title/position providing experience in skills listed in H.14","Sr. Technical Systems Architect (IDM)","NEW JERSEY",93018,"Year","Medium","CA or VT",192754
"4761",4760,2014,"Certified-Expired","INDIA",2014,"MICHIGAN","CSC COVANSYS CORPORATION",1985,"INDIA","Master's","Bachelor's","Associate Manager Testing or related experience.","Business Analyst Senior Professional","MICHIGAN",75150,"Year","Large","Unknown",153315
"8547",8546,2014,"Certified-Expired","INDIA",2014,"UTAH","OVERSTOCK.COM",1999,"INDIA","Bachelor's","Bachelor's","Software Development field or Software Design field","Senior Programmer Analyst","UTAH",82014,"Year","Large","CA or VT",165700
"28847",28846,2015,"Certified-Expired","INDIA",2015,"CA","HCL AMERICA INC.",1988,"","Master's","Bachelor's","Related IT or Engineering role","Senior Software Engineers","NJ",108763,"Year","Large","CA or VT",235154
"57427",57426,2016,"Certified","INDIA",2016,"NJ","LARSEN & TOUBRO INFOTECH LIMITED",1997,"","Bachelor's","Other","""Technical Lead, Project Lead, Project Manager, Sr. Software Engineer, System Administrator, Business""","Technical Lead","NJ",83741,"Year","Large","CA or VT",333238
"51244",51243,2016,"Certified","INDIA",2016,"NJ","GOLDMAN SACHS & CO.",1869,"","Master's","Bachelor's","A related programmer analyst or analyst/developer role.","Associate","UT",86718,"Year","Large","CA or VT",312747
"30261",30260,2015,"Certified-Expired","INDIA",2015,"TX","""SAMSUNG AUSTIN SEMICONDUCTOR, LLC""",1996,"","Master's","Bachelor's","See H.11.","Photo Process Engineer","TX",95000,"Year","Large","CA or VT",239916
"53543",53542,2016,"Certified","INDIA",2016,"WA","MICROSOFT CORPORATION",1975,"","Bachelor's","Bachelor's","Any computer-related occupation.","Software Engineer II","WA",124940,"Year","Large","Unknown",320346
"62511",62510,2016,"Certified","INDIA",2016,"MI","RELIABLE SOFTWARE RESOURCES INC",2004,"","Bachelor's","Bachelor's","SEE ACCEPTABLE ALTERNATE OCCUPATIONS IN ITEM H.14","""Software Developer, Systems Software""","MI",104666,"Year","Large","CA or VT",351223
"22862",22861,2013,"Certified-Expired","INDIA",2014,"NEW JERSEY","GOLDMAN SACHS NEW JERSEY LLC",2009,"INDIA","Master's","Bachelor's","In a related analyst/developer role.","Senior Analyst/Developer","NEW JERSEY",98900,"Year","Large","CA or VT",212596
"23116",23115,2014,"Certified-Expired","INDIA",2014,"NEW JERSEY","LARSEN & TOUBRO INFOTECH LIMITED",1997,"INDIA","Bachelor's","Other","""Computer Programmer, Software Engineer, Application Integration Engineer, Programmer Analyst""","Computer Programmer","NEW JERSEY",75442,"Year","Large","CA or VT",213592
"56185",56184,2016,"Certified","INDIA",2016,"FL","FIS MANAGEMENT SERVICES LLC",2005,"","Bachelor's","Bachelor's","""SOFTWARE DEVELOPER, QUALITY ASSURANCE ANALYST, OR RELATED IT POSITION.""","SOFTWARE TEST ANALYST II","WI",75000,"Year","Large","Unknown",329226
"11516",11515,2014,"Certified-Expired","MEXICO",2015,"CALIFORNIA","""TRUE ULTIMATE STANDARDS EVERYWHERE, INC. (TRUSTE)""",1997,"MEXICO","Master's","Bachelor's","","Sr. Software Engineer - Lead","CALIFORNIA",132080,"Year","Medium","CA or VT",175577
"64811",64810,2016,"Certified","INDIA",2016,"CA","""ESURANCE INSURANCE SERVICES, INC.""",1998,"","Bachelor's","Master's","Developing interactive voice response (IVR) [cont'd  in H-14]","Project and Team Lead - IT Developer","CA",138445,"Year","Large","CA or VT",358954
"17503",17502,2014,"Certified","INDIA",2015,"NEW JERSEY","NOVISYS LLC.",2008,"INDIA","Master's","Bachelor's","","Software Developer / Analyst","NEW JERSEY",77210,"Year","Small","CA or VT",194896
"26454",26453,2015,"Certified-Expired","INDIA",2015,"NJ","OPEN SYSTEMS TECHNOLOGIES",1997,"","Bachelor's","Bachelor's","Software Engineer","Sr. Software Engineer","NJ",105000,"Year","Large","CA or VT",225160
"4538",4537,2013,"Certified","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Bachelor's","Other","","Computer Systems Analyst - II","TEXAS",54059,"Year","Large","CA or VT",152637
"3115",3114,2013,"Certified","CHINA",2015,"CALIFORNIA","GOOGLE INC.",1998,"CHINA","Master's","Bachelor's","See H.14","Software Engineer","CALIFORNIA",125300,"Year","Large","Unknown",145891
"33633",33632,2015,"Certified-Expired","INDIA",2016,"WA","MICROSOFT CORPORATION",1975,"","Bachelor's","Bachelor's","Any computer-related job title","Senior Service Engineer - Cloud & Enterprise - BG or Other","WA",131736,"Year","Large","CA or VT",252488
"56587",56586,2015,"Certified","INDIA",2016,"TX","""MICROINFO, INC.""",2010,"","Master's","Bachelor's","""Programmer Analyst, Programmer Analyst/Testing""","Software Engineer","TX",81952,"Year","Medium","CA or VT",330523
"68870",68869,2016,"Certified","INDIA",2016,"WA","AMAZON CORPORATE LLC",1999,"","Master's","Bachelor's","""Program Manager, Technical Product Manager, or related""","Product Manager III","WA",117478,"Year","Large","CA or VT",372026
"53099",53098,2016,"Certified","INDIA",2016,"NJ","SOFTWARE PROGRAMMING GROUP LLC",2014,"","Master's","Master's","JOB OFFERED OR RELATED JOB","SOFTWARE ENGINEER","NJ",123490,"Year","Small","CA or VT",318917
"31348",31347,2015,"Certified-Expired","UKRAINE",2015,"CA","GLOBALLOGIC INC.",2000,"","Master's","Bachelor's","""SW solutions, SW arch, SW prgg, SW eng, SW applications or related""","Solution Architect II","CA",115500,"Year","Large","Unknown",243892
"24606",24605,2013,"Withdrawn","INDIA",2015,"ILLINOIS","SUN TRADING LLC",2002,"INDIA","Master's","Master's","Developing C++-based software applications to integrate high volumes of data","Desk Developer","ILLINOIS",120000,"Year","Medium","CA or VT",218443
"10228",10227,2014,"Certified-Expired","INDIA",2014,"TENNESSEE","STANTEC CONSULTING SERVICES INC.",1954,"INDIA","Master's","Master's","Job offered or experience in engineering design and drafting","Engineering Designer","CALIFORNIA",84073.6,"Year","Large","CA or VT",171655
